WKT,id,title,type,description,location,accessibility,opening_hours,toilet_image
POINT (-8.00187 51.859391),622,Garryvoe Beach Toilets,Public Toilet,Public toilets available for use by visitors to Garryvoe Beach.,Garryvoe Beach area,Accessible,Unknown,toilet_image.png
POINT (-6.969912300000001 54.2484355),623,Fleming 's SuperValu Monaghan,Public Toilet,A supermarket offering groceries and household items.,Near Fleming's SuperValu Monaghan,Accessible,Unknown,toilet_image.png
POINT (-6.1656262 53.281865),624,Deansgrange Cemetery Toilet,Public Toilet,Public toilets available for use by visitors to Deansgrange Cemetery.,Deansgrange Cemetery area,Accessible,Unknown,toilet_image.png
POINT (-8.5720061 54.3078383),625,Rosses Point Toilets,Public Toilet,Public toilets available for use by visitors to Rosses Point.,Rosses Point area,Accessible,Unknown,toilet_image.png
POINT (-6.167209599999999 53.3882916),626,Kilbarrack Shopping Centre,Public Toilet,A shopping center offering various stores and amenities.,Kilbarrack area,Accessible,Unknown,toilet_image.png
POINT (-6.3872738 53.7266401),627,Lidl,Public Toilet,A supermarket offering groceries and household items.,Near Lidl,Accessible,Unknown,toilet_image.png
POINT (-6.16082 53.26644899999999),628,Dunnes Stores,Public Toilet,A retail store offering a variety of products.,Near Dunnes Stores,Accessible,Unknown,toilet_image.png
POINT (-6.236348899999999 53.4169129),629,Dardistown Crematorium,Public Toilet,Public toilets available for use by visitors to Dardistown Crematorium.,Dardistown Crematorium area,Accessible,Unknown,toilet_image.png
POINT (-8.9309082 53.26973530000001),630,Tesco Superstore,Public Toilet,A retail store offering a variety of products.,Near Tesco Superstore,Accessible,Unknown,toilet_image.png
POINT (-6.062579800000001 53.1444314),631,Meridian Point Shopping Centre,Public Toilet,A shopping center offering various stores and amenities.,Meridian Point area,Accessible,Unknown,toilet_image.png
POINT (-9.677879299999997 52.26292429999999),632,"Manor West Shopping Centre,public,Opposite Tesco upstairs",Public Toilet,A shopping center offering various stores and amenities.,Manor West Shopping Centre area,Accessible,Unknown,toilet_image.png
POINT (-6.2962718 52.6710624),633,"Spice Retail Home & Garden,public,At the back of the shop near the paint section, ",Public Toilet,A retail store offering a variety of products.,Near Spice Retail Home & Garden,Accessible,Unknown,toilet_image.png
POINT (-6.107603999999999 53.2856027),634,"Bullock Harbour,public,Portaloos",Public Toilet,Public toilets available for use by visitors to Bullock Harbour.,Bullock Harbour area,Accessible,Unknown,toilet_image.png
POINT (-8.656286399999999 52.14646579999999),635,Supermac's & Papa John's,Public Toilet,A restaurant serving a variety of dishes.,Near Supermac's & Papa John's,Accessible,Unknown,toilet_image.png
POINT (-6.2449719 53.6987051),636,"Public Toilets Bettystown,public,50c to use open during the day",Public Toilet,Public toilets available for use by visitors and locals.,Near Bettystown area,Accessible,Unknown,toilet_image.png
POINT (-6.2973038 53.38259739999999),637,Tesco Extra,Public Toilet,A retail store offering a variety of products.,Near Tesco Extra,Accessible,Unknown,toilet_image.png
POINT (-6.8825762 52.8024892),638,"Circle K Rathcrogue Junction 5 M9,public,Door between deli and cantina",Public Toilet,"A gas station offering fuel, snacks, and convenience items.",Near Circle K Rathcrogue Junction 5 M9,Accessible,Unknown,toilet_image.png
POINT (-9.953347199999998 53.80707899999999),639,Clare Island Community Centre,Public Toilet,A community center providing various services and facilities.,Clare Island area,Accessible,Unknown,toilet_image.png
POINT (-5.9384084 54.6183961),640,Public Toilets,Public Toilet,Public toilets available for use by visitors and locals.,Nearby area,Accessible,Unknown,toilet_image.png
POINT (-6.2827122 53.3242318),641,"Mount Jerome Victorian Chapel,public,On the left of the victorian chapel (crematorium) up the Avenue. Wheelchair accessible toilet.",Public Toilet,Public toilets available for use by visitors to Mount Jerome Victorian Chapel.,Mount Jerome Victorian Chapel area,Accessible,Unknown,toilet_image.png
POINT (-5.890084400000001 54.5956862),642,Connswater Shopping Centre,Public Toilet,A shopping center offering various stores and amenities.,Connswater area,Accessible,Unknown,toilet_image.png
POINT (-6.2769398 53.3695898),643,"Glasnevin Cemetery Museum Toilets,public, accessible from outside beside the Tower Cafe",Public Toilet,Public toilets available for use by visitors to Glasnevin Cemetery Museum.,Glasnevin Cemetery Museum area,Accessible,Unknown,toilet_image.png
POINT (-10.0340826 52.3105744),644,Public Toilets,Public Toilet,Public toilets available for use by visitors and locals.,Nearby area,Accessible,Unknown,toilet_image.png
POINT (-6.388377300000001 53.5013493),645,Daybreak,Public Toilet,A retail store offering a variety of products.,Near Daybreak,Accessible,Unknown,toilet_image.png
POINT (-6.272340400000001 53.2692773),646,The Wicklow Way Café,Public Toilet,A restaurant serving a variety of dishes.,Near The Wicklow Way Café,Accessible,Unknown,toilet_image.png
POINT (-6.175542399999999 53.3695471),647,"Olive’s Room,public,9am to 6pm Monday to Sunday",Public Toilet,A restaurant serving a variety of dishes.,Olive’s Room area,Accessible,9am to 6pm Monday to Sunday,toilet_image.png
POINT (-6.2670798 53.3439636),648,"City Hall,public,10am to 5pm Monday to Sunday",Public Toilet,Public toilets available for use by visitors to City Hall.,City Hall area,Accessible,10am to 5pm Monday to Sunday,toilet_image.png
POINT (-6.265021000000001 53.39040199999999),649,Ballymun Library Road Ballymun Dublin 9,Public Toilet,Public toilets available for use by visitors to Ballymun Library.,Ballymun Library area,Accessible,Unknown,toilet_image.png
POINT (-6.2996629 53.3617347),650,Cabra Library,Public Toilet,A public library offering various books and resources.,Cabra area,Accessible,"Tuesday, Wednesday, Friday & Saturday 10am to 4pm",toilet_image.png
POINT (-6.212140399999999 53.39634249999999),651,Coolock Library,Public Toilet,A public library offering various books and resources.,Coolock area,Accessible,"Tuesday, Wednesday, Friday & Saturday 10am to 4pm",toilet_image.png
POINT (-6.173108 53.38001499999999),652,Raheny Library,Public Toilet,A public library offering various books and resources.,Raheny area,Accessible,"Tuesday, Wednesday, Friday & Saturday 10am to 4pm",toilet_image.png
POINT (-6.3516951 53.34008859999999),653,Ballyfermot Library,Public Toilet,A public library offering various books and resources.,Ballyfermot area,Accessible,"Tuesday, Wednesday, Friday & Saturday 10am to 4pm",toilet_image.png
POINT (-6.2451938 53.3431398),654,Pearse Street Library,Public Toilet,A public library offering various books and resources.,Pearse Street area,Accessible,"Tuesday, Wednesday, Friday & Saturday 10am to 4pm",toilet_image.png
POINT (-6.265871000000001 53.324196),655,Rathmines Library,Public Toilet,A public library offering various books and resources.,Rathmines area,Accessible,"Tuesday, Wednesday, Friday & Saturday 10am to 4pm",toilet_image.png
POINT (-6.2589884 53.3698971),656,Drumcondra Library,Public Toilet,A public library offering various books and resources.,Drumcondra area,Accessible,"Tuesday, Wednesday, Friday & Saturday 10am to 4pm",toilet_image.png
POINT (-6.230509000000001 53.328127),657,Pembroke Library,Public Toilet,A public library offering various books and resources.,Pembroke area,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-6.285241399999999 53.3089573),658,Terenure Library,Public Toilet,A public library offering various books and resources.,Terenure area,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-6.321790399999999 53.3186921),659,Walkinstown Library,Public Toilet,A public library offering various books and resources.,Walkinstown area,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-6.959638000000001 52.70192369999999),660,Toilet,Public Toilet,A private toilet facility available for public use with a pay-to-use system.,Unknown,"Private, Pay to use","Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-8.436341399999998 51.8780691),661,Circle K Douglas,Public Toilet,"A gas station offering fuel, snacks, and convenience items.",Douglas area,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-8.508618499999999 51.90260869999999),662,Applegreen,Public Toilet,"A public gas station offering fuel, snacks, and convenience items in Hollyhill.",Hollyhill area,Public,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-8.937635799999997 51.8913287),663,Circle K,Public Toilet,"A gas station offering fuel, snacks, and convenience items.",Unknown,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-9.292791699999999 53.85129449999999),664,Maxol Service Station,Public Toilet,A private service station offering fuel and convenience items at Duffy's.,Unknown,Private,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-9.9422448 52.0557637),665,Centra Glenbeigh,Public Toilet,A convenience store offering groceries and household items.,Glenbeigh area,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-8.789831300000001 52.5647887),666,Adare Heritage Centre,Public Toilet,A heritage center providing information and exhibits about Adare.,Adare area,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-9.460905 51.6797656),667,Bantry Marina Toilets,Public Toilet,Public toilets available for use by visitors to Bantry Marina.,Bantry area,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-10.1736738 51.8279643),668,Public Toilets,Public Toilet,Public toilets available for use by visitors and locals.,Unknown,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-8.3917016 51.8196077),669,Maxol Carraig Uí Leighin,Public Toilet,"A gas station offering fuel, snacks, and convenience items.",Unknown,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-8.5071734 54.2113702),670,Whiteside's SuperValu Ballisodare,Public Toilet,A supermarket offering groceries and household items.,Ballisodare area,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-9.1524994 54.1159311),671,Dunnes Stores Ballina,Public Toilet,A retail store offering a variety of products in Ballina.,Ballina area,Public,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-9.09632 54.2201249),672,Enniscrone Pier Public Toilets,Public Toilet,Public toilets available for use by visitors to Enniscrone Pier.,Enniscrone area,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-8.6318245 54.6235345),673,Teelin Pier Toilets,Public Toilet,Public toilets available for use by visitors to Teelin Pier.,Teelin area,Public,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-6.199135899999999 53.6077001),674,Applegreen Toilets,Public Toilet,Public toilets available at an Applegreen location.,Unknown,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-7.9765439 53.5684121),675,Public Toilets Barley Harbour,Public Toilet,"Public toilets available for use by visitors near Barley Harbour, with limited accessibility and running water.",Barley Harbour area,Public,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-8.4190285 54.7600982),676,Maloney's Texaco Service Station,Public Toilet,A service station providing portaloos for public use.,Unknown,Public,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-6.257516 54.0888685),677,Public Toilets Omeath,Public Toilet,Public toilets available for use by visitors to Omeath.,Omeath area,Accessible,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-6.9611049 52.3888932),678,Manor Four Courts Gala Shop,Public Toilet,A Gala shop offering various items.,Unknown,Unknown,"Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm",toilet_image.png
POINT (-8.575866399999999 53.9003034),679,Top Oil Ballaghaderreen Towey's Service Station,Public Toilet,"A service station providing fuel, snacks, and convenience items at Top Oil Ballaghaderreen Towey's Service Station.",Ballaghaderreen area,Accessible,Open 24/7,toilet_image.png
POINT (-6.377799 53.9885462),680,Park Cafe,Public Toilet,A cozy cafe offering a variety of drinks and snacks amidst the scenic beauty of the park.,Park area,Accessible,Tuesday-Saturday: 9am-5pm,toilet_image.png
POINT (-7.888126619956786 55.158242527899304),681,Toilet at Ards Forest Park Donegal,Public Toilet,"Public toilets available at Ards Forest Park Donegal, with a barrier entry fee for cars, but free entry for pedestrians.",Ards Forest Park Donegal,Public,Tuesday-Sunday: 9am-6pm,toilet_image.png
POINT (-9.817889899999999 53.3245254),682,Siopa Dowd,Public Toilet,Siopa Dowd at Top Oil Service Station providing various items.,Top Oil Service Station.,Public,"Monday-Saturday: 7am-10pm, Sunday: 8am-9pm",toilet_image.png
POINT (-6.7477432 53.3403097),683,Donadea Coffee House,Public Toilet,A charming coffee house offering freshly brewed coffee and delicious pastries in Donadea.,Donadea area,Accessible,"Monday-Friday: 8am-6pm, Saturday: 9am-5pm, Sunday: 10am-4pm",toilet_image.png
POINT (-8.675561000000002 52.34734830000001),684,Amber Charleville,Public Toilet,A retail store offering a variety of products in Charleville.,Charleville area,Accessible,"Monday-Saturday: 9am-8pm, Sunday: 10am-6pm",toilet_image.png
POINT (-9.502554600000002 52.0194737),685,Muckross House Public Toilets,Public Toilet,Public toilets available for use by visitors to Muckross House.,Muckross area,Public,Monday-Sunday: 9am-6pm,toilet_image.png
POINT (-9.058175 53.271487),686,Portaloo in Mill St Car Park,Public Toilet,A portable toilet available for public use in Mill St Car Park.,Mill St Car Park,Public,Monday-Sunday: 8am-8pm,toilet_image.png
POINT (-7.219006200000003 52.2408954),687,Mount Congreve Gardens,Public Toilet,"Mount Congreve Gardens, with public toilets available in the yard area.",Mount Congreve area,Public,Tuesday-Sunday: 9am-5pm,toilet_image.png
POINT (-7.0628222 54.0670483),688,Argues Applegreen,Public Toilet,"A gas station offering fuel, snacks, and convenience items at Argues Applegreen.",Argues area,Accessible,Monday-Sunday: 7am-10pm,toilet_image.png
POINT (-6.969275700000001 54.25226139999999),689,Monaghan Bus Station Toilets,Public Toilet,Public toilets available at Monaghan Bus Station.,Monaghan area,Public,Monday-Sunday: 6am-10pm,toilet_image.png
POINT (-7.356075 54.0095892),690,Maxol Service Station,Public Toilet,"A service station offering fuel, snacks, and convenience items at Maxol Service Station.",Cullies area,Public,Monday-Sunday: 6am-10pm,toilet_image.png
POINT (-7.031006 53.7968273),691,Top Oil Yore's Garage Virginia,Public Toilet,"A gas station offering fuel, snacks, and convenience items at Top Oil Yore's Garage Virginia.",Virginia area,Public,Monday-Sunday: 7am-9pm,toilet_image.png
POINT (-6.1317945 53.2941171),692,Public Toilets Dun Laoghaire,Public Toilet,Public toilets available for use in Dun Laoghaire.,Dun Laoghaire area,Public,Tuesday-Saturday: 9am-6pm,toilet_image.png
POINT (-9.0595698 52.4517201),693,Public Toilet Newcastle West,Public Toilet,Public toilet available for use in Newcastle West.,Newcastle West area,Public,Tuesday-Saturday: 10am-4pm,toilet_image.png
POINT (-7.7320196 54.9538874),694,The Regional Cultural Centre,Public Toilet,The Regional Cultural Centre with accessible public toilets.,Letterkenny area,Accessible,Tuesday-Saturday: 10am-5pm,toilet_image.png
POINT (-6.235045 53.3441816),695,Mackenzie's,Public Toilet,A restaurant with accessible toilets available.,Unknown,Accessible,Tuesday-Saturday: 11am-9pm,toilet_image.png
POINT (-6.2650966 53.27739979999999),696,Lidl,Public Toilet,A supermarket with accessible toilets available.,Unknown,Accessible,Tuesday-Saturday: 8am-10pm,toilet_image.png
POINT (-6.2680013 53.2924081),697,Homebase - Dublin Nutgrove,Public Toilet,A retail store with accessible toilets available.,Unknown,Accessible,Tuesday-Saturday: 9am-6pm,toilet_image.png
POINT (-6.3408432 53.280792),698,Firhouse Shopping Centre Toilets,Public Toilet,Public toilets available at Firhouse Shopping Centre.,Firhouse area,Public,Tuesday-Saturday: 10am-4pm,toilet_image.png
POINT (-9.899472222222222 51.639),699,Bere Island Public Toilets,Public Toilet,Public toilets available for use in Bere Island.,Bere Island area,Public,Tuesday-Saturday: 10am-4pm,toilet_image.png
POINT (-7.334562699999999 53.5188643),700,Buckleys Centra,Public Toilet,A supermarket with accessible toilets available.,Unknown,Accessible,Tuesday-Saturday: 9am-7pm,toilet_image.png
POINT (-6.1008837 53.20452359999999),701,Daly Station Bray,Public Toilet,Public toilet available at Daly Station Bray.,Bray area,Public,Tuesday-Saturday: 9am-5pm,toilet_image.png
POINT (-6.289584700000001 53.35794180000001),702,Lidl Cabra East,Public Toilet,A supermarket with accessible toilets available.,Dublin area,Accessible,Tuesday-Saturday: 8am-10pm,toilet_image.png
POINT (-7.634051899999999 52.0837786),703,Circle K Dungarvan,Public Toilet,"A gas station offering fuel, snacks, and convenience items at Circle K Dungarvan.",Dungarvan area,Public,Tuesday-Saturday: 7am-9pm,toilet_image.png
POINT (-8.264627400000002 52.1641261),704,Circle K Fermoy,Public Toilet,"A gas station offering fuel, snacks, and convenience items at Circle K Fermoy.",Fermoy area,Public,Tuesday-Saturday: 6am-10pm,toilet_image.png
POINT (-8.450052353956048 54.46416934989597),705,Public Toilets Mullaghmore Harbour,Public Toilet,Public toilets available at Mullaghmore Harbour.,Mullaghmore Harbour,Public,Tuesday-Saturday: 10am-4pm,toilet_image.png
POINT (-6.8129393 52.8571835),706,Duckett's Grove House,Public Toilet,Duckett's Grove House with accessible and clean toilets available.,Duckett's Grove area,Accessible,Tuesday-Saturday: 10am-4pm,toilet_image.png
POINT (-6.27983 53.35213),707,The Barbers Bar,Public Toilet,Toilets in The Barbers pub available to the public for a €2 charity donation to a local homeless shelter.,The Barbers area,Public,Tuesday-Saturday: 12pm-11pm,toilet_image.png
POINT (-9.458825100000002 51.56262629999999),708,Ballydehob Community Hall,Public Toilet,Clean and accessible toilets available at Ballydehob Community Hall.,Ballydehob area,Accessible,Tuesday-Saturday: 10am-4pm,toilet_image.png
POINT (-6.647404 55.2031873),709,East Strand Pay and Display Car Park,Public Toilet,Public toilets available at East Strand Pay and Display Car Park.,East Strand area,Public,Tuesday-Saturday: 10am-4pm,toilet_image.png
POINT (-5.806616399999999 54.716216),710,De Courcy Centre,Public Toilet,Public toilets available at De Courcy Centre.,De Courcy area,Public,Tuesday-Saturday: 10am-4pm,toilet_image.png
POINT (-6.4309941 53.2952406),711,Circle K City Avenue,Public Toilet,"A gas station offering fuel, snacks, and convenience items at Circle K City Avenue.",City Avenue area,Public,Tuesday-Saturday: 10am-6pm,toilet_image.png
POINT (-6.4229098 53.28319289999999),712,Citywest Shopping Centre,Public Toilet,Public toilets available at Citywest Shopping Centre.,Citywest area,Public,Tuesday-Saturday: 10am-8pm,toilet_image.png
POINT (-6.456439499999999 53.2842142),713,Avoca Rathcoole,Public Toilet,A retail store with accessible toilets available at Avoca Rathcoole.,Rathcoole area,Accessible,Tuesday-Saturday: 9am-7pm,toilet_image.png
POINT (-5.801092000000001 54.717066),714,Marine Gardens,Public Toilet,"A beautiful public park with lush greenery, walking paths, and benches for visitors to relax and enjoy nature.",Nearby the coastal area,Accessible,"Daily, 9am - 6pm",toilet_image.png
POINT (-7.636602200000001 54.3436645),715,Erneside Shopping Centre,Public Toilet,"A modern shopping center featuring a variety of shops, restaurants, and entertainment options.",City center,Accessible,"Monday - Saturday: 9am - 8pm, Sunday: 11am - 6pm",toilet_image.png
POINT (-7.6320491 54.340612),716,Asda Enniskillen Superstore,Public Toilet,"A large supermarket offering a wide range of groceries, household items, and electronics.",Commercial area,Accessible,Monday - Sunday: 7am - 10pm,toilet_image.png
POINT (-6.4208322 53.2907159),717,Lean Bean,Public Toilet,"A cozy cafe serving freshly brewed coffee, sandwiches, and pastries in a relaxed atmosphere.",Downtown area,Accessible,"Monday - Friday: 7am - 5pm, Saturday: 8am - 3pm, Closed on Sunday",toilet_image.png
POINT (-6.418069999999999 53.2856476),718,Lidl,Public Toilet,"A well-known supermarket chain offering affordable groceries, fresh produce, and household essentials.",Residential area,Accessible,"Monday - Saturday: 8am - 9pm, Sunday: 9am - 7pm",toilet_image.png
POINT (-6.2480209 53.34332740000001),719,Dublin Pearse,Public Toilet,A major train station providing commuter and intercity rail services.,City center,Accessible,24-Jul,toilet_image.png
POINT (-6.248465 53.7579577),720,Seapoint Bay Beach,Public Toilet,"A popular sandy beach with clean waters, suitable for swimming and sunbathing.",Coastal area,Accessible,"Daily, Dawn to Dusk",toilet_image.png
POINT (-9.069356 53.263391),721,Portable Toilet,Public Toilet,A temporary toilet facility available for public use in outdoor events or construction sites.,Public event area,Accessible,24-Jul,toilet_image.png
POINT (-6.1017355 53.3921681),722,Burrow Beach Toilets,Public Toilet,"Public toilets located near the main entrance of Burrow Beach, providing facilities for beachgoers.",Beach area,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-7.190534 53.864841),723,Circle K Express,Public Toilet,"A convenient gas station offering fuel, snacks, and refreshments for travelers on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-7.800874100000001 52.9580546),724,Texaco Spar Roscrea,Public Toilet,"A roadside gas station providing fuel, snacks, and convenience items for motorists.",Main road,Accessible,Monday - Sunday: 6am - 10pm,toilet_image.png
POINT (-7.258424699999998 52.1740376),725,Anne Valley Nature And Wildlife Walk,Public Toilet,"A scenic nature reserve with walking trails, birdwatching, and picnic areas.",Rural area,Accessible,"Daily, Sunrise to Sunset",toilet_image.png
POINT (-6.5683842 52.51086099999999),726,St. Mary's Cemetery,Public Toilet,"A historic cemetery with burial plots, tombstones, and memorial gardens.",Nearby the church,Accessible,"Daily, 9am - 6pm",toilet_image.png
POINT (-6.324343099999999 53.010461),727,Glendalough Visitor Centre,Public Toilet,"A visitor center providing information, maps, and guided tours for visitors exploring Glendalough.",Near the entrance of Glendalough,Accessible,Monday - Sunday: 9am - 5pm,toilet_image.png
POINT (-9.301855999999999 53.24440989999999),728,Centra Spiddal,Public Toilet,"A Centra convenience store offering groceries, snacks, and household essentials in Spiddal.",Town center,Accessible,"Monday - Saturday: 7am - 10pm, Sunday: 8am - 9pm",toilet_image.png
POINT (-7.939240299999998 53.4328537),729,Applegreen,Public Toilet,"A popular gas station chain providing fuel, snacks, and convenience items for travelers.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-6.247752299999999 53.75978380000001),730,Termonfeckin Beach,Public Toilet,"A sandy beach with facilities for swimming, sunbathing, and picnicking.",Coastal area,Accessible,"Daily, Sunrise to Sunset",toilet_image.png
POINT (-8.904883599999998 51.62100539999999),731,Dunnes Stores Clonakilty,Public Toilet,"A Dunnes Stores retail outlet offering a wide range of clothing, groceries, and household goods in Clonakilty.",City center,Accessible,"Monday - Saturday: 9am - 7pm, Sunday: 10am - 6pm",toilet_image.png
POINT (-8.5074382 51.8809011),732,Wilton Shopping Centre,Public Toilet,"A modern shopping mall featuring a variety of shops, restaurants, and entertainment options.",Suburban area,Accessible,"Monday - Saturday: 9am - 8pm, Sunday: 10am - 6pm",toilet_image.png
POINT (-8.268513699999998 52.2627927),733,Tesco Superstore,Public Toilet,"A Tesco supermarket offering groceries, fresh produce, and household items.",Retail park,Accessible,Monday - Sunday: 7am - 10pm,toilet_image.png
POINT (-8.2708211 52.2613808),734,Lidl,Public Toilet,"A Lidl supermarket providing affordable groceries, fresh produce, and household essentials.",Retail area,Accessible,"Monday - Saturday: 8am - 10pm, Sunday: 9am - 8pm",toilet_image.png
POINT (-8.485126300000001 54.27649),735,LMS Xpress,Public Toilet,"A gas station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-6.220224399999998 53.45951059999999),736,Swords Castle,Public Toilet,A medieval castle with guided tours and events for visitors to learn about its history.,City center,Accessible,"Tuesday - Sunday: 10am - 5pm, Closed on Monday",toilet_image.png
POINT (-6.241677900000001 53.2865247),737,Marks and Spencer,Public Toilet,"A Marks and Spencer retail store offering a wide range of clothing, home goods, and food items.",Shopping district,Accessible,"Monday - Saturday: 9am - 8pm, Sunday: 10am - 6pm",toilet_image.png
POINT (-8.871690899999999 53.50825529999999),738,N17 Plaza Tuam,Public Toilet,"A plaza area with shops, restaurants, and services for travelers and locals.",Main road,Accessible,Monday - Sunday: 8am - 10pm,toilet_image.png
POINT (-8.8746757 53.5301744),739,Top Oil Airglooney Service Station,Public Toilet,"A Top Oil service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-9.6396681 53.7791817),740,Coffey's Barista,Public Toilet,"A cozy cafe serving freshly brewed coffee, pastries, and light meals in a welcoming atmosphere.",Town center,Accessible,"Monday - Friday: 7am - 6pm, Saturday: 8am - 4pm, Closed on Sunday",toilet_image.png
POINT (-8.928929 53.27298),741,Oranmore Town Centre,Public Toilet,"A vibrant town center with shops, restaurants, and entertainment options for residents and visitors.",Commercial area,Accessible,"Monday - Saturday: 9am - 7pm, Sunday: 11am - 5pm",toilet_image.png
POINT (-8.930185999999999 53.268153),742,Centra Oranmore,Public Toilet,"A Centra convenience store offering groceries, snacks, and household essentials in Oranmore.",Main street,Accessible,Monday - Sunday: 7am - 10pm,toilet_image.png
POINT (-6.050484700000001 52.98304450000001),743,Tesco Superstore,Public Toilet,"A Tesco supermarket offering groceries, fresh produce, and household items.",Retail park,Accessible,Monday - Sunday: 7am - 11pm,toilet_image.png
POINT (-6.916707100000001 53.1540269),744,Kildare Village,Public Toilet,"A luxury retail outlet featuring designer brands, boutiques, and cafes in a village-style setting.",Shopping village,Accessible,"Monday - Saturday: 9am - 8pm, Sunday: 10am - 7pm",toilet_image.png
POINT (-6.1616998 53.2605344),745,Cabinteely Park Toilets,Public Toilet,Public toilets available at Cabinteely Park.,Park area,Accessible,"Daily, 9am - 6pm",toilet_image.png
POINT (-6.134323600000001 53.2943137),746,Dun Laoghaire Rathdown County Council,Public Toilet,Dun Laoghaire Rathdown County Council offices providing local government services.,Town center,Accessible,Monday - Friday: 9am - 5pm,toilet_image.png
POINT (-8.4580156 51.90176079999999),747,Cork (Kent),Public Toilet,A train station providing transportation services to passengers at Cork (Kent) station.,City center,Accessible,24-Jul,toilet_image.png
POINT (-5.9547924 54.9687757),748,Public toilet,Public Toilet,A public toilet available for use by visitors and passersby.,City center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-6.623039 53.238098),749,Johnstown Garden Centre,Public Toilet,"A garden centre offering plants, gardening supplies, and outdoor decor at Johnstown Garden Centre.",Commercial area,Accessible,"Monday - Saturday: 9am - 6pm, Sunday: 10am - 5pm",toilet_image.png
POINT (-7.3083564 52.8869321),750,Heywood Gardens Toilet,Public Toilet,Public toilets available at Heywood Gardens.,Garden area,Accessible,"Daily, 9am - 5pm",toilet_image.png
POINT (-8.595030999999997 54.632132),751,Áislann Chill Chartha,Public Toilet,A community centre offering facilities and services for locals in Chill Chartha.,Town center,Accessible,"Monday - Friday: 9am - 8pm, Saturday: 10am - 6pm, Closed on Sunday",toilet_image.png
POINT (-7.8082404 54.05596159999999),752,Ballinamore Marina,Public Toilet,A marina providing mooring services and facilities for boaters at Ballinamore Marina.,Waterfront area,Accessible,24-Jul,toilet_image.png
POINT (-9.8650502 52.2757432),753,Fenit Pier Public Toilets,Public Toilet,Public toilets available at Fenit Pier.,Coastal area,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-6.4678036 52.33222079999999),754,Pettitt's SuperValu Wexford St. Aidan's,Public Toilet,"A Pettitt's SuperValu supermarket offering groceries, fresh produce, and household items at St. Aidan's.",Town center,Accessible,"Monday - Saturday: 8am - 9pm, Sunday: 9am - 7pm",toilet_image.png
POINT (-6.127202199999999 53.1420985),755,Glenview Hotel and Leisure Club,Public Toilet,"A hotel and leisure club offering accommodations, dining, and leisure facilities at Glenview Hotel.",Countryside,Accessible,24-Jul,toilet_image.png
POINT (-9.4636094 53.7844321),756,Westport Country Lodge Hotel,Public Toilet,"A hotel offering accommodations, dining, and event facilities at Westport Country Lodge Hotel.",Rural area,Accessible,24-Jul,toilet_image.png
